Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
C15ORF40		1	1	127	0.8%	No
GABRA3		2	2	127	1.6%	No
XPO5		1	1	127	0.8%	No
KATNBL1		1	1	127	0.8%	No
COG6		1	1	127	0.8%	No
KRT34		2	2	127	1.6%	No
TBX5		3	2	127	1.6%	No
KRT83		2	2	127	1.6%	No
STARD9		2	2	127	1.6%	No
WASHC2C		1	1	127	0.8%	No
DTX2		1	1	127	0.8%	No
CD109		1	1	127	0.8%	No
CCDC66		2	2	127	1.6%	No
PHLDB2		2	2	127	1.6%	No
ADNP2		1	1	127	0.8%	No
FBXO31		1	1	127	0.8%	Yes
ANKRD26		1	1	127	0.8%	No
UGT2B28		1	1	127	0.8%	No
HNF1B		1	1	127	0.8%	No
CFHR4		1	1	127	0.8%	No
NYNRIN		2	2	127	1.6%	No
EDDM3A		1	1	127	0.8%	No
CCR8		1	1	127	0.8%	No
GABRP		1	1	127	0.8%	No
TMX3		1	1	127	0.8%	No
TCF3		1	1	127	0.8%	Yes
PCDH19		2	2	127	1.6%	No
CCR6		2	2	127	1.6%	No
GABRG2		1	1	127	0.8%	No
HECW2		2	2	127	1.6%	No
ARMC5		2	2	127	1.6%	No
CCR4		1	1	127	0.8%	No
RPTOR		2	2	127	1.6%	Yes
SRGAP1		2	2	127	1.6%	No
TCEA3		2	1	127	0.8%	No
KTN1		1	1	127	0.8%	Yes
ZNF737		1	1	127	0.8%	No
ELOA		1	1	127	0.8%	No
AFF3		2	2	127	1.6%	Yes
TBX3	3.680e-11	12	12	127	9.4%	Yes
TCF4		2	2	127	1.6%	No
NMU		1	1	127	0.8%	No
CNKSR2		1	1	127	0.8%	No
FASTKD2		1	1	127	0.8%	No
ZNF510		1	1	127	0.8%	No
TCAIM		1	1	127	0.8%	No
ILDR1		1	1	127	0.8%	No
ZNF660		1	1	127	0.8%	No
GAK		1	1	127	0.8%	No
FNDC3A		1	1	127	0.8%	No
CCDC82		1	1	127	0.8%	No
RILPL1		2	2	127	1.6%	No
LRRC31		1	1	127	0.8%	No
SLITRK3		1	1	127	0.8%	No
IQCA1		1	1	127	0.8%	No
MIB1		1	1	127	0.8%	Yes
MYH14		2	2	127	1.6%	No
TCF12		3	3	127	2.4%	Yes
PROKR1		2	2	127	1.6%	No
ELAPOR1		2	1	127	0.8%	No
SORCS2		2	2	127	1.6%	No
ZNF665		1	1	127	0.8%	No
HACE1		1	1	127	0.8%	No
METTL23		1	1	127	0.8%	No
TMEM177		1	1	127	0.8%	No
TMED8		1	1	127	0.8%	No
WDR35		1	1	127	0.8%	No
PROX2		1	1	127	0.8%	No
NPFFR2		1	1	127	0.8%	No
MAP2K3		1	1	127	0.8%	No
ZNF652		2	2	127	1.6%	No
COBLL1		1	1	127	0.8%	No
DLGAP4		1	1	127	0.8%	No
GANC		1	1	127	0.8%	No
CNGA2		1	1	127	0.8%	No
GALNT3		1	1	127	0.8%	No
CEP162		2	2	127	1.6%	No
CCDC138		2	2	127	1.6%	No
PRLR		2	2	127	1.6%	No
CC2D2A		1	1	127	0.8%	No
GALNT1		1	1	127	0.8%	No
GALR1		1	1	127	0.8%	No
KLHL42		1	1	127	0.8%	No
EFCAB3		1	1	127	0.8%	No
IGSF9		1	1	127	0.8%	No
FRMPD1		1	1	127	0.8%	No
DOLK		1	1	127	0.8%	No
VASH1		1	1	127	0.8%	No
AAK1		1	1	127	0.8%	No
TRBV20OR9-2		1	1	127	0.8%	No
CNTN1		1	1	127	0.8%	No
INTS5		1	1	127	0.8%	No
LCE1E		1	1	127	0.8%	No
RAB11FIP2		1	1	127	0.8%	No
DNHD1		4	4	127	3.1%	No
PROX1		5	4	127	3.1%	No
SEMA6A		2	2	127	1.6%	No
OR10A5		1	1	127	0.8%	No
USP35		1	1	127	0.8%	No
CNR2		1	1	127	0.8%	No
TSPAN9		2	2	127	1.6%	No
LCE2D		1	1	127	0.8%	No
FLG2		2	1	127	0.8%	No
MICAL3		2	2	127	1.6%	No
DNAH14		2	2	127	1.6%	No
LRRC7		2	2	127	1.6%	No
NLGN2		1	1	127	0.8%	No
HRNR		6	4	127	3.1%	No
TCP10L3	4.430e-2	1	1	127	0.8%	No
SLCO6A1		2	1	127	0.8%	No
HEXD		1	1	127	0.8%	No
TCP11		2	2	127	1.6%	No
CCDC57		1	1	127	0.8%	No
XKR7		1	1	127	0.8%	No
SLC26A1		1	1	127	0.8%	No
SLC22A7		1	1	127	0.8%	No
COPZ1		1	1	127	0.8%	No
COL4A4		1	1	127	0.8%	No
IFT80		1	1	127	0.8%	No
COL4A2		1	1	127	0.8%	No
TBC1D26		1	1	127	0.8%	No
COL3A1		1	1	127	0.8%	No
SYT15		1	1	127	0.8%	No
ANGPTL6		1	1	127	0.8%	No
TMTC1		1	1	127	0.8%	No
KLHL8		2	1	127	0.8%	No
SYT16		2	2	127	1.6%	No
COL1A2		1	1	127	0.8%	No
ADGRF3		1	1	127	0.8%	No
AFDN		1	1	127	0.8%	Yes
EBF3		1	1	127	0.8%	No
TRGC1		1	1	127	0.8%	No
NR3C2		2	2	127	1.6%	No
TRPM1		2	2	127	1.6%	No
CDON		1	1	127	0.8%	No
SHKBP1		1	1	127	0.8%	No
TMPRSS15		4	4	127	3.1%	No
PUF60		1	1	127	0.8%	No
SCAF8		1	1	127	0.8%	No
MED12L		1	1	127	0.8%	No
ZNF816		1	1	127	0.8%	No
CARNS1		1	1	127	0.8%	No
COL8A1		1	1	127	0.8%	No
SUSD2		2	2	127	1.6%	No
COL7A1		3	3	127	2.4%	No
ZNF471		1	1	127	0.8%	No
COL6A3		1	1	127	0.8%	No
COL6A1		2	2	127	1.6%	No
FAM161B		1	1	127	0.8%	No
PTGR2		1	1	127	0.8%	No
UNC79		2	2	127	1.6%	No
CLEC4D		1	1	127	0.8%	No
CLPX		1	1	127	0.8%	No
IQSEC3		2	2	127	1.6%	No
PPP1R13L		1	1	127	0.8%	No
MARCHF4		1	1	127	0.8%	No
KRT24		2	2	127	1.6%	No
COL5A1		2	2	127	1.6%	No
SRCAP		3	3	127	2.4%	No
BTNL2		1	1	127	0.8%	No
PCDH10		1	1	127	0.8%	No
COL4A6		1	1	127	0.8%	No
KIF17		2	2	127	1.6%	No
POLR1G		1	1	127	0.8%	No
CCDC191		1	1	127	0.8%	No
TAS2R42		1	1	127	0.8%	No
PRSS1		1	1	127	0.8%	Yes
MMP3		1	1	127	0.8%	No
PDE11A		1	1	127	0.8%	No
FOXP3		1	1	127	0.8%	No
MASP1		1	1	127	0.8%	No
RELN		3	2	127	1.6%	Yes
TBX22		2	2	127	1.6%	No
OR10G8		1	1	127	0.8%	No
SHANK1		2	2	127	1.6%	No
SASH1		1	1	127	0.8%	No
TBC1D30		1	1	127	0.8%	No
MN1		2	2	127	1.6%	Yes
PSEN1		1	1	127	0.8%	No
ACCSL		1	1	127	0.8%	No
ZNF648		2	2	127	1.6%	No
GUCY2D		1	1	127	0.8%	No
RPGRIP1L		1	1	127	0.8%	No
MAN2B2		2	2	127	1.6%	No
NEDD4L		1	1	127	0.8%	No
MBTPS2		1	1	127	0.8%	No
CDC40		1	1	127	0.8%	No
ZMYND10		1	1	127	0.8%	No
CHST15		1	1	127	0.8%	No
IQCC		2	2	127	1.6%	No
COL9A3		1	1	127	0.8%	No
DNAH1		3	3	127	2.4%	No
UBR5		1	1	127	0.8%	Yes
TSR1		1	1	127	0.8%	No
ZNF662		1	1	127	0.8%	No
COL9A2		1	1	127	0.8%	No
PLA1A		1	1	127	0.8%	No
HTRA1		1	1	127	0.8%	No
SRA1		1	1	127	0.8%	No
TEX264		1	1	127	0.8%	No
TMEM175		1	1	127	0.8%	No
MMP16		1	1	127	0.8%	No
HDAC6		1	1	127	0.8%	No
ING5		1	1	127	0.8%	No
ADCK2		1	1	127	0.8%	No
TMEM79		1	1	127	0.8%	No
HDAC5		1	1	127	0.8%	No
GABARAPL2		1	1	127	0.8%	No
N4BP2		2	2	127	1.6%	No
BTBD7		1	1	127	0.8%	No
VPS39		2	2	127	1.6%	No
TBCEL		1	1	127	0.8%	No
PSG2		1	1	127	0.8%	No
CARD19		1	1	127	0.8%	No
ANAPC1		1	1	127	0.8%	No
PSG5		1	1	127	0.8%	No
MOV10		1	1	127	0.8%	No
GNE		1	1	127	0.8%	No
HIGD1A		1	1	127	0.8%	No
MFSD12		2	2	127	1.6%	No
NLRP9		1	1	127	0.8%	No
SZT2		2	2	127	1.6%	No
NLRP10		1	1	127	0.8%	No
POMP		1	1	127	0.8%	No
SNED1		1	1	127	0.8%	No
VPS35		1	1	127	0.8%	No
MNT		1	1	127	0.8%	No
TDG		1	1	127	0.8%	No
HCN4		1	1	127	0.8%	No
ANGPT4		1	1	127	0.8%	No
DNAJC11		1	1	127	0.8%	No
ZFP64		2	2	127	1.6%	No
DNAJC30		1	1	127	0.8%	No
PSG1		1	1	127	0.8%	No
MED16		1	1	127	0.8%	No
PSG11		1	1	127	0.8%	No
ICOSLG		1	1	127	0.8%	Yes
PSMA1		1	1	127	0.8%	No
TNK1		1	1	127	0.8%	No
ARAP1		4	4	127	3.1%	No
TMEM87A		1	1	127	0.8%	No
AGAP3		1	1	127	0.8%	No
VIRMA		2	2	127	1.6%	No
AGAP1		1	1	127	0.8%	No
WSCD1		1	1	127	0.8%	No
UBR2		4	4	127	3.1%	No
CSAD		1	1	127	0.8%	No
ACSL6		1	1	127	0.8%	Yes
FKBP9		1	1	127	0.8%	No
ATP6V1D		1	1	127	0.8%	No
ARSA		1	1	127	0.8%	No
STK38		1	1	127	0.8%	No
NLGN3		2	2	127	1.6%	No
IPO4		1	1	127	0.8%	No
CHFR		1	1	127	0.8%	No
H2AZ1		1	1	127	0.8%	No
IGFLR1		1	1	127	0.8%	No
CCDC51		1	1	127	0.8%	No
DNAH11		1	1	127	0.8%	No
B4GALT4		1	1	127	0.8%	No
AP5M1		1	1	127	0.8%	No
TBL1XR1	2.660e-2	3	3	127	2.4%	Yes
DDX42		2	1	127	0.8%	No
CCAR1		2	2	127	1.6%	No
DNAJC13		1	1	127	0.8%	No
TUT4		1	1	127	0.8%	No
MRE11		1	1	127	0.8%	Yes
PSMB4		1	1	127	0.8%	No
WDR83		1	1	127	0.8%	No
ABCC1		1	1	127	0.8%	No
IGFBPL1		1	1	127	0.8%	No
UNC50		1	1	127	0.8%	No
HAL		1	1	127	0.8%	No
DMXL2		3	3	127	2.4%	No
KIAA0930		1	1	127	0.8%	No
HADHA		1	1	127	0.8%	No
SATB2		1	1	127	0.8%	No
EGFL6		1	1	127	0.8%	No
TMEM184C		2	2	127	1.6%	No
AGK		1	1	127	0.8%	No
ZBTB33		2	2	127	1.6%	No
HSD17B10		1	1	127	0.8%	No
CDK5RAP2		2	2	127	1.6%	No
SH2B1		2	2	127	1.6%	No
OGDHL		1	1	127	0.8%	No
ARAP2		2	2	127	1.6%	No
OR2B11		2	2	127	1.6%	No
WDR83OS		1	1	127	0.8%	No
OGFOD3		1	1	127	0.8%	No
PSMA6		1	1	127	0.8%	No
ABCC3		1	1	127	0.8%	No
AKT3		1	1	127	0.8%	Yes
PSMA7		1	1	127	0.8%	No
UGGT2		3	3	127	2.4%	No
ACOT7		1	1	127	0.8%	No
LRRK1		4	4	127	3.1%	No
TNFRSF25		1	1	127	0.8%	No
TRADD		1	1	127	0.8%	No
ACOT8		1	1	127	0.8%	No
EXOC3		2	2	127	1.6%	No
COLGALT1		1	1	127	0.8%	No
RNGTT		1	1	127	0.8%	No
MAGEB16		1	1	127	0.8%	No
KIF24		1	1	127	0.8%	No
UTRN		6	6	127	4.7%	No
RNMT		1	1	127	0.8%	No
OR8K1		1	1	127	0.8%	No
FAM98A		1	1	127	0.8%	No
WTIP		1	1	127	0.8%	No
SIN3A		2	2	127	1.6%	No
HBA2		1	1	127	0.8%	No
DNAJC10		1	1	127	0.8%	No
ASGR2		1	1	127	0.8%	No
E2F8		2	2	127	1.6%	No
SSH1		1	1	127	0.8%	No
ASL		1	1	127	0.8%	No
B3GNT8		1	1	127	0.8%	No
EXOC1		1	1	127	0.8%	No
RBM27		1	1	127	0.8%	No
GFOD1		1	1	127	0.8%	No
ZNF83		1	1	127	0.8%	No
SNX4		1	1	127	0.8%	No
SEMA5B		1	1	127	0.8%	No
TTLL7		1	1	127	0.8%	No
SNX3		1	1	127	0.8%	No
SH3TC1		1	1	127	0.8%	No
BBS10		1	1	127	0.8%	No
PIGW		1	1	127	0.8%	No
PNISR		1	1	127	0.8%	No
CREB3L1		1	1	127	0.8%	Yes
TNFSF13		2	2	127	1.6%	Yes
HCK		1	1	127	0.8%	No
HCFC1		2	2	127	1.6%	No
PRR23B		1	1	127	0.8%	No
ASPA		1	1	127	0.8%	No
EXOC2		1	1	127	0.8%	No
ASPH		1	1	127	0.8%	No
MBD5		2	2	127	1.6%	No
MYOM1		1	1	127	0.8%	No
ZNF251		3	3	127	2.4%	No
KDM6A		4	4	127	3.1%	Yes
RIPK1		2	2	127	1.6%	No
VPS45		1	1	127	0.8%	No
CFAP44		1	1	127	0.8%	No
PALB2		1	1	127	0.8%	Yes
UVRAG		1	1	127	0.8%	No
MYH13		1	1	127	0.8%	No
LYPLA2		2	2	127	1.6%	No
ZNF521		1	1	127	0.8%	Yes
ADAM15		1	1	127	0.8%	No
NOL11		1	1	127	0.8%	No
GEMIN5		1	1	127	0.8%	No
VEGFC		1	1	127	0.8%	No
ZNF365		1	1	127	0.8%	No
VWA7		3	3	127	2.4%	No
SLC44A4		1	1	127	0.8%	No
UPF3B		2	2	127	1.6%	No
MARCKSL1		1	1	127	0.8%	No
MISP		1	1	127	0.8%	No
HTT		2	2	127	1.6%	No
ZUP1		1	1	127	0.8%	No
HCRTR2		2	2	127	1.6%	No
HCRTR1		1	1	127	0.8%	No
DENND3		2	2	127	1.6%	No
MCTP2		1	1	127	0.8%	No
LY6G6C		1	1	127	0.8%	No
CMTR2		1	1	127	0.8%	Yes
ZFAND1		1	1	127	0.8%	No
TAF7L		2	2	127	1.6%	No
ASB13		1	1	127	0.8%	No
HCLS1		1	1	127	0.8%	No
FBXO42		1	1	127	0.8%	No
ATAD2B		1	1	127	0.8%	No
FGD6		1	1	127	0.8%	No
ADAM21		4	4	127	3.1%	No
VCL		1	1	127	0.8%	No
ADAM20		1	1	127	0.8%	No
TTLL6		1	1	127	0.8%	No
RNF168		2	1	127	0.8%	No
PABPC4		1	1	127	0.8%	No
UPF3A		1	1	127	0.8%	No
HELLS		2	1	127	0.8%	No
XIRP1		2	2	127	1.6%	No
DYTN		1	1	127	0.8%	No
RPGR	2.460e-2	4	4	127	3.1%	No
RSRC2		2	1	127	0.8%	No
SERPINE3		1	1	127	0.8%	No
PTPN23		2	1	127	0.8%	No
CFH		2	2	127	1.6%	No
CLIC4		1	1	127	0.8%	No
LRIF1		1	1	127	0.8%	No
ASTN1		2	2	127	1.6%	No
ARHGAP39		1	1	127	0.8%	No
SERPINC1		1	1	127	0.8%	No
ZFHX3		2	2	127	1.6%	Yes
DDX28		1	1	127	0.8%	No
CCSER2		1	1	127	0.8%	No
ATF3		1	1	127	0.8%	No
ATF4		2	2	127	1.6%	No
SPIN2A		1	1	127	0.8%	No
THSD7B		3	3	127	2.4%	No
HDLBP		1	1	127	0.8%	No
ETAA1		1	1	127	0.8%	Yes
CLIP4		1	1	127	0.8%	No
ADGB		1	1	127	0.8%	No
VHL		1	1	127	0.8%	Yes
ADAM7		1	1	127	0.8%	No
OR52N4		1	1	127	0.8%	No
ACAD9		2	2	127	1.6%	No
IQCE		1	1	127	0.8%	No
KCTD20		1	1	127	0.8%	No
ATM		4	4	127	3.1%	Yes
MTUS2		1	1	127	0.8%	No
ATP1A2		2	2	127	1.6%	No
CSTF2T		2	2	127	1.6%	No
MRPS18B		3	3	127	2.4%	No
C11ORF54		1	1	127	0.8%	No
WWC1		1	1	127	0.8%	No
SGO2		1	1	127	0.8%	No
VLDLR		1	1	127	0.8%	No
HIP1		1	1	127	0.8%	Yes
OR56A3		1	1	127	0.8%	No
ZAN		4	4	127	3.1%	No
RGS9		1	1	127	0.8%	No
WAS		1	1	127	0.8%	Yes
NOB1		1	1	127	0.8%	No
BICD2		1	1	127	0.8%	No
HK2		2	2	127	1.6%	No
HK1		1	1	127	0.8%	No
ZNF676		3	3	127	2.4%	No
HIVEP2		1	1	127	0.8%	No
HIVEP1		3	3	127	2.4%	No
RIOK3		1	1	127	0.8%	No
TCP10L2		1	1	127	0.8%	No
ATP2A1		3	3	127	2.4%	No
ATP2A2		1	1	127	0.8%	No
IFT81		1	1	127	0.8%	No
OR8J3		1	1	127	0.8%	No
LRRC37A3		2	2	127	1.6%	No
C2CD6		1	1	127	0.8%	No
RPL8		1	1	127	0.8%	No
SCN11A		1	1	127	0.8%	No
RPL10		1	1	127	0.8%	Yes
WEE1		2	2	127	1.6%	No
MGAT4B		1	1	127	0.8%	No
DENND2C		1	1	127	0.8%	No
PNKP		1	1	127	0.8%	No
EXOC7		2	2	127	1.6%	No
VWA3B		1	1	127	0.8%	No
ADGRL2		1	1	127	0.8%	No
UROC1		1	1	127	0.8%	No
CCDC22		1	1	127	0.8%	No
ZNF540		2	2	127	1.6%	No
ATP2B1		4	4	127	3.1%	No
DNMBP		2	2	127	1.6%	No
MGA		5	4	127	3.1%	Yes
ATP2B3		2	2	127	1.6%	Yes
ATP2B4		2	2	127	1.6%	No
LAMTOR2		1	1	127	0.8%	No
ATP4A		1	1	127	0.8%	No
CAMTA1		2	2	127	1.6%	Yes
MCF2L		1	1	127	0.8%	No
TIMMDC1		1	1	127	0.8%	No
ZC3H7B		2	2	127	1.6%	No
CYP39A1		1	1	127	0.8%	No
UBE3B		1	1	127	0.8%	No
ZDHHC3		1	1	127	0.8%	No
IQCG		1	1	127	0.8%	No
FAM13B		1	1	127	0.8%	No
KCNK9		1	1	127	0.8%	No
RPL18A		2	2	127	1.6%	No
WNT2		1	1	127	0.8%	No
ARMCX1		1	1	127	0.8%	No
OR51Q1		1	1	127	0.8%	No
RPL22		1	1	127	0.8%	Yes
CLUH		1	1	127	0.8%	No
GBGT1		1	1	127	0.8%	No
USP50		1	1	127	0.8%	No
NUP160		1	1	127	0.8%	No
GIT1		1	1	127	0.8%	No
NTN4		1	1	127	0.8%	No
ACE2		1	1	127	0.8%	No
BEND6		1	1	127	0.8%	No
PPP1R32		1	1	127	0.8%	No
SLC6A16		5	2	127	1.6%	No
KRTAP19-6		1	1	127	0.8%	No
TSPYL4		1	1	127	0.8%	No
CAMSAP2		3	2	127	1.6%	No
TMPRSS9		1	1	127	0.8%	No
TASOR		1	1	127	0.8%	No
DCPS		1	1	127	0.8%	No
ZNF541		3	3	127	2.4%	No
NME8		2	2	127	1.6%	No
CCDC178		1	1	127	0.8%	No
WRN		2	2	127	1.6%	Yes
RPL26		1	1	127	0.8%	No
ANKRD30B		1	1	127	0.8%	No
TMEM200C		1	1	127	0.8%	No
XPOT		2	2	127	1.6%	No
SP140		1	1	127	0.8%	Yes
ANKRD28		1	1	127	0.8%	No
PDS5A		1	1	127	0.8%	No
ASTN2		1	1	127	0.8%	No
IGKV1-39		1	1	127	0.8%	No
CACNG8		1	1	127	0.8%	No
WNT2B		1	1	127	0.8%	No
MEX3C		1	1	127	0.8%	No
TMEM131L		1	1	127	0.8%	No
WAC		1	1	127	0.8%	No
PSD2		2	2	127	1.6%	No
COBL		1	1	127	0.8%	No
DDIAS		2	2	127	1.6%	No
PAPLN		4	4	127	3.1%	No
XBP1		2	2	127	1.6%	Yes
XG		1	1	127	0.8%	No
EBF2		2	2	127	1.6%	No
XDH		1	1	127	0.8%	No
KAZN		1	1	127	0.8%	No
STK33		1	1	127	0.8%	No
OSR2		1	1	127	0.8%	No
SCFD1		1	1	127	0.8%	No
DENND5A		2	2	127	1.6%	No
AASDH		1	1	127	0.8%	No
C18ORF63		1	1	127	0.8%	No
ATP13A4		1	1	127	0.8%	No
RHBDD1		1	1	127	0.8%	No
MINAR1		2	2	127	1.6%	No
GDPD4		1	1	127	0.8%	No
ANKRD12		3	3	127	2.4%	No
SPTBN5		1	1	127	0.8%	No
SYNRG		1	1	127	0.8%	No
PRR16		1	1	127	0.8%	No
CRNN		1	1	127	0.8%	No
ZMYM4		2	2	127	1.6%	No
ZMYM5		1	1	127	0.8%	No
SCAPER		1	1	127	0.8%	No
CSRNP1		1	1	127	0.8%	No
PADI2		2	2	127	1.6%	No
ZBTB10		2	2	127	1.6%	No
RRP12		1	1	127	0.8%	No
POC1A		1	1	127	0.8%	No
SYNE2		8	7	127	5.5%	No
RPL36A		1	1	127	0.8%	No
SLC10A4		1	1	127	0.8%	No
CRNKL1		2	2	127	1.6%	No
PAQR3		1	1	127	0.8%	No
AKNAD1		1	1	127	0.8%	No
CCDC88A		2	2	127	1.6%	No
POLR3GL		1	1	127	0.8%	No
MAGEE2		1	1	127	0.8%	No
ZHX1		3	3	127	2.4%	No
TAOK3		2	2	127	1.6%	No
ARHGEF40		1	1	127	0.8%	No
NXPH3		1	1	127	0.8%	No
PSMG3		1	1	127	0.8%	No
PLCXD3		1	1	127	0.8%	No
RPN2		1	1	127	0.8%	No
KBTBD4		1	1	127	0.8%	Yes
FUNDC2		1	1	127	0.8%	No
MRPS34		1	1	127	0.8%	No
PACSIN2		2	2	127	1.6%	No
LARGE1		2	2	127	1.6%	No
TBC1D12		1	1	127	0.8%	No
IGKV2-28		1	1	127	0.8%	No
DNAJC9		1	1	127	0.8%	No
RNF19A		1	1	127	0.8%	No
PLCB1		1	1	127	0.8%	No
RCHY1		1	1	127	0.8%	No
MRPS12		1	1	127	0.8%	No
PHLPP1		1	1	127	0.8%	No
LAG3		1	1	127	0.8%	No
KRT76		1	1	127	0.8%	No
LALBA		1	1	127	0.8%	No
LAMA2		1	1	127	0.8%	No
VPS13A		1	1	127	0.8%	No
LAMA3		1	1	127	0.8%	No
SEL1L3		4	4	127	3.1%	No
LRRFIP2		1	1	127	0.8%	No
ZNF334		1	1	127	0.8%	No
FLYWCH1		1	1	127	0.8%	Yes
LRRFIP1		2	1	127	0.8%	No
SLF1		1	1	127	0.8%	No
SGIP1		1	1	127	0.8%	No
MAGI1		1	1	127	0.8%	No
RPS6KA2		2	2	127	1.6%	No
RPS6KB2		1	1	127	0.8%	Yes
NOLC1		1	1	127	0.8%	No
RPS6KB1		1	1	127	0.8%	No
DLGAP2		1	1	127	0.8%	No
FAM47A		4	4	127	3.1%	No
ENTR1		1	1	127	0.8%	No
PCDHB6		2	2	127	1.6%	No
PCDHB4		1	1	127	0.8%	No
MYORG		1	1	127	0.8%	No
PCDHB3		2	1	127	0.8%	No
RPS5		1	1	127	0.8%	No
RPS6		1	1	127	0.8%	No
LAMB2		1	1	127	0.8%	No
PCDHA12		2	2	127	1.6%	No
LAMB3		3	3	127	2.4%	No
WASF3		1	1	127	0.8%	No
PCDHA11		2	2	127	1.6%	No
LAMC1		2	2	127	1.6%	No
PCDHB2		3	3	127	2.4%	No
LONP2		1	1	127	0.8%	No
PCDHAC2		1	1	127	0.8%	No
FRS3		1	1	127	0.8%	No
SCAF4		2	2	127	1.6%	No
PCDHA13		1	1	127	0.8%	No
TEDC1		1	1	127	0.8%	No
ARMH4		1	1	127	0.8%	No
MTA2		1	1	127	0.8%	No
NOL6		2	2	127	1.6%	No
LAMA5		3	3	127	2.4%	No
LAMB1		2	2	127	1.6%	No
ITGA11		1	1	127	0.8%	No
TBRG4		1	1	127	0.8%	No
ANKRD40		2	2	127	1.6%	No
FRS2		1	1	127	0.8%	Yes
PCDHA6		1	1	127	0.8%	No
PRICKLE2		2	2	127	1.6%	No
ZNF490		1	1	127	0.8%	No
C1ORF131		1	1	127	0.8%	No
DLG5		1	1	127	0.8%	No
ITCH		1	1	127	0.8%	No
PRR12		2	2	127	1.6%	No
ZNF484		3	2	127	1.6%	No
L3MBTL2		1	1	127	0.8%	No
ACP7		1	1	127	0.8%	No
PCDHA3		5	5	127	3.9%	No
GRAMD1B		1	1	127	0.8%	No
ZNF793		1	1	127	0.8%	No
PCDHA2		1	1	127	0.8%	No
SHROOM4		2	2	127	1.6%	No
USP31		1	1	127	0.8%	No
DLGAP1		1	1	127	0.8%	No
LAMP2		2	1	127	0.8%	No
KRI1		1	1	127	0.8%	No
GCNT3		1	1	127	0.8%	No
F11R		2	2	127	1.6%	No
DHRS3		1	1	127	0.8%	No
GCM2		1	1	127	0.8%	No
GPR50		1	1	127	0.8%	No
CRACD		3	3	127	2.4%	No
RNF150		1	1	127	0.8%	No
CCDC120		1	1	127	0.8%	No
TEX15		1	1	127	0.8%	No
PLEKHG1		2	2	127	1.6%	No
KIAA1210		4	4	127	3.1%	No
HIPK1		1	1	127	0.8%	No
LCP2		1	1	127	0.8%	No
LCT		5	5	127	3.9%	No
LDHA		1	1	127	0.8%	No
TEX14		1	1	127	0.8%	No
NLN		2	2	127	1.6%	No
ANKRD31		1	1	127	0.8%	No
VILL		1	1	127	0.8%	No
LBR		1	1	127	0.8%	No
TRAT1		1	1	127	0.8%	No
TSPOAP1		2	2	127	1.6%	No
SPOCK3		1	1	127	0.8%	No
CACNA2D2		1	1	127	0.8%	No
PIWIL3		1	1	127	0.8%	No
HEG1		1	1	127	0.8%	No
STK31		3	3	127	2.4%	No
NWD2		1	1	127	0.8%	No
MRTFB		2	2	127	1.6%	No
NUMBL		1	1	127	0.8%	No
RBM4B		1	1	127	0.8%	No
AHRR		1	1	127	0.8%	No
SEMA3D		1	1	127	0.8%	No
ARID1B		1	1	127	0.8%	Yes
SEC24A		1	1	127	0.8%	No
PLEKHA7		1	1	127	0.8%	No
LDLR		1	1	127	0.8%	No
SEPTIN9		1	1	127	0.8%	Yes
KIDINS220		1	1	127	0.8%	No
SPTY2D1		1	1	127	0.8%	No
GARS1		1	1	127	0.8%	No
CYTH1		1	1	127	0.8%	No
CYTH2		1	1	127	0.8%	No
DNAH7		2	2	127	1.6%	No
GATA3	2.690e-12	6	6	127	4.7%	Yes
LGALS2		1	1	127	0.8%	No
LGALS3		1	1	127	0.8%	No
GATA1		1	1	127	0.8%	Yes
GAS8		1	1	127	0.8%	No
GAS6		4	4	127	3.1%	No
KCNK16		1	1	127	0.8%	No
FAM162A		1	1	127	0.8%	No
TTC21A		1	1	127	0.8%	No
GOLGA6L2		5	5	127	3.9%	No
LEPR		1	1	127	0.8%	No
MYO3A		4	4	127	3.1%	No
ANKRD20A4P		1	1	127	0.8%	No
PIWIL1		1	1	127	0.8%	No
BCL7C		1	1	127	0.8%	No
NAPRT		1	1	127	0.8%	No
VMA21		1	1	127	0.8%	No
COL12A1		1	1	127	0.8%	No
GBP2		1	1	127	0.8%	No
COL11A1		2	2	127	1.6%	No
ARMC10		1	1	127	0.8%	No
TEPSIN		1	1	127	0.8%	No
COL17A1		3	3	127	2.4%	No
COL16A1		1	1	127	0.8%	No
GC		1	1	127	0.8%	No
SLC23A3		1	1	127	0.8%	No
COL15A1		1	1	127	0.8%	No
ADGRG1		1	1	127	0.8%	No
PELO		1	1	127	0.8%	No
SLCO1C1		1	1	127	0.8%	No
RAB24		1	1	127	0.8%	No
LIG3		1	1	127	0.8%	No
MED14		1	1	127	0.8%	No
HIPK2		2	2	127	1.6%	No
GPR37L1		1	1	127	0.8%	No
FAM76B		1	1	127	0.8%	No
COPB1		1	1	127	0.8%	No
COMMD5		1	1	127	0.8%	No
COPA		1	1	127	0.8%	No
COL19A1		1	1	127	0.8%	No
LHCGR		2	2	127	1.6%	No
SLC31A2		1	1	127	0.8%	No
LIFR		3	3	127	2.4%	Yes
LIPE		1	1	127	0.8%	No
GDF9		1	1	127	0.8%	No
TAB3		3	3	127	2.4%	No
FAM83F		1	1	127	0.8%	No
MAP3K8		1	1	127	0.8%	No
