Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
PDCD11		1	1	88	1.1%	Yes
SORCS3		2	2	88	2.3%	No
PTEN	2.690e-12	2	2	88	2.3%	Yes
GRAMD1A		1	1	88	1.1%	No
CD300E		1	1	88	1.1%	No
ZNF438		1	1	88	1.1%	No
ZBTB4		2	2	88	2.3%	No
PTCH1		1	1	88	1.1%	Yes
MTRFR		1	1	88	1.1%	No
CDCA2		1	1	88	1.1%	No
PTGIS		1	1	88	1.1%	No
DPY19L3		1	1	88	1.1%	No
CR2		1	1	88	1.1%	No
USP29		1	1	88	1.1%	No
CPT2		1	1	88	1.1%	No
CPT1B		1	1	88	1.1%	No
CST9		1	1	88	1.1%	No
TMED10		1	1	88	1.1%	No
OR1S2		1	1	88	1.1%	No
KIAA2013		1	1	88	1.1%	No
ZNF689		1	1	88	1.1%	No
EIF2A		1	1	88	1.1%	No
CRHR1		1	1	88	1.1%	No
PRMT8		1	1	88	1.1%	No
PARPBP		1	1	88	1.1%	No
HSPA12B		1	1	88	1.1%	No
LRMDA		1	1	88	1.1%	No
ZFP14		1	1	88	1.1%	No
ALS2		1	1	88	1.1%	No
METAP2		2	2	88	2.3%	No
PIH1D1		1	1	88	1.1%	No
RNF213		1	1	88	1.1%	Yes
GCN1		1	1	88	1.1%	No
OR4D11		1	1	88	1.1%	No
ELL2		2	2	88	2.3%	No
MYO1B		1	1	88	1.1%	No
CHD8		3	3	88	3.4%	No
TTC34		1	1	88	1.1%	No
ZDBF2		1	1	88	1.1%	No
STON1-GTF2A1L		1	1	88	1.1%	No
RAB18		1	1	88	1.1%	No
OR4C15		2	2	88	2.3%	No
ZSWIM6		1	1	88	1.1%	No
PHIP		1	1	88	1.1%	No
CRKL		1	1	88	1.1%	Yes
C17ORF80		1	1	88	1.1%	No
HEATR3		1	1	88	1.1%	No
SPRED3		1	1	88	1.1%	No
ALS2CL		1	1	88	1.1%	No
CCT5		1	1	88	1.1%	No
DEUP1		1	1	88	1.1%	No
MAGEE1		2	1	88	1.1%	No
ANKAR		1	1	88	1.1%	No
SLC35A5		1	1	88	1.1%	No
SHANK2		1	1	88	1.1%	No
TNRC6C		1	1	88	1.1%	No
ACOT2		1	1	88	1.1%	No
CCDC40		1	1	88	1.1%	No
HLA-B		2	2	88	2.3%	Yes
ZBTB48		1	1	88	1.1%	No
SHTN1		1	1	88	1.1%	No
PIK3IP1		1	1	88	1.1%	No
MSH5		1	1	88	1.1%	No
PTPN9		2	2	88	2.3%	No
CEP85		1	1	88	1.1%	No
HLA-DRB1		2	2	88	2.3%	No
ARHGAP15		2	2	88	2.3%	No
PHF13		1	1	88	1.1%	No
PCDH18		1	1	88	1.1%	No
WWC3		1	1	88	1.1%	No
NLRP13		1	1	88	1.1%	No
ZNF48		1	1	88	1.1%	No
SLTM		1	1	88	1.1%	No
PTPN4		1	1	88	1.1%	No
EHMT1		1	1	88	1.1%	No
YAF2		1	1	88	1.1%	No
APBB1IP		1	1	88	1.1%	No
TRIM24		1	1	88	1.1%	Yes
RBM12		2	2	88	2.3%	No
PTPRF		1	1	88	1.1%	No
PTPRG		1	1	88	1.1%	No
INPP4B		1	1	88	1.1%	Yes
PTPRJ		1	1	88	1.1%	No
ANO9		2	2	88	2.3%	No
NUTM2G		1	1	88	1.1%	No
HACD3		1	1	88	1.1%	No
SH3D19		1	1	88	1.1%	No
ATP6V1A		1	1	88	1.1%	No
WDR44		1	1	88	1.1%	No
PALM2AKAP2		4	3	88	3.4%	No
ATP6V1B1		1	1	88	1.1%	No
ATP6V1B2		1	1	88	1.1%	Yes
PTPRB		2	2	88	2.3%	Yes
AKAP9		2	2	88	2.3%	No
PTPRC		3	3	88	3.4%	Yes
SUGP2		1	1	88	1.1%	No
GSTCD		1	1	88	1.1%	No
ADGRG2		1	1	88	1.1%	No
WIPF2		2	1	88	1.1%	No
QSER1		2	2	88	2.3%	No
USP53		1	1	88	1.1%	No
HLA-G		1	1	88	1.1%	No
SGK2		2	2	88	2.3%	No
ROBO4		1	1	88	1.1%	No
LONRF3		1	1	88	1.1%	No
SLC22A11		1	1	88	1.1%	No
PIP4K2C		1	1	88	1.1%	No
NRP2		1	1	88	1.1%	No
PREB		1	1	88	1.1%	No
ATP1B4		1	1	88	1.1%	No
MST1		2	2	88	2.3%	Yes
MST1R		1	1	88	1.1%	Yes
HDAC3		1	1	88	1.1%	No
GPR161		1	1	88	1.1%	No
TARDBP		1	1	88	1.1%	No
FRY		1	1	88	1.1%	No
LRPPRC		2	2	88	2.3%	No
ASH1L		1	1	88	1.1%	No
MTMR12		1	1	88	1.1%	No
HMGB2		1	1	88	1.1%	No
ATR		1	1	88	1.1%	Yes
ATRX		2	2	88	2.3%	Yes
HMGB1		1	1	88	1.1%	No
ARHGAP28		1	1	88	1.1%	No
KIF1A		2	2	88	2.3%	No
SDK2		1	1	88	1.1%	No
EFCC1		1	1	88	1.1%	No
XPA		1	1	88	1.1%	Yes
CFLAR		1	1	88	1.1%	No
XPC		1	1	88	1.1%	Yes
KAT2B		1	1	88	1.1%	No
TDRD6		1	1	88	1.1%	No
HMOX2		1	1	88	1.1%	No
HMOX1		1	1	88	1.1%	No
AXL		1	1	88	1.1%	Yes
ALKBH1		1	1	88	1.1%	No
GIMAP6		1	1	88	1.1%	No
KSR1		1	1	88	1.1%	No
TSC22D1		1	1	88	1.1%	No
PER3		2	2	88	2.3%	No
DUSP16		2	1	88	1.1%	No
ONECUT1		1	1	88	1.1%	No
ZFPM2		1	1	88	1.1%	No
KCNH4		1	1	88	1.1%	No
TRIM10		1	1	88	1.1%	No
MYNN		1	1	88	1.1%	No
FAM124B		1	1	88	1.1%	No
FOXA1	2.690e-12	7	6	88	6.8%	Yes
FCGBP		1	1	88	1.1%	No
CFAP69		1	1	88	1.1%	No
TSPAN1		1	1	88	1.1%	No
HNRNPA2B1		1	1	88	1.1%	Yes
NADK		1	1	88	1.1%	Yes
ZFPL1		1	1	88	1.1%	No
VNN1		1	1	88	1.1%	No
ARHGEF7		1	1	88	1.1%	No
HNRNPH1		1	1	88	1.1%	No
ZNF573		1	1	88	1.1%	No
BAAT		1	1	88	1.1%	No
FNIP2		1	1	88	1.1%	No
USP36		2	2	88	2.3%	No
RABEP2		1	1	88	1.1%	No
NUDT18		1	1	88	1.1%	No
ADGRB2		1	1	88	1.1%	No
C10ORF90		1	1	88	1.1%	No
UGT1A7		1	1	88	1.1%	No
BAK1		1	1	88	1.1%	No
JCAD		1	1	88	1.1%	No
DIP2B		1	1	88	1.1%	No
TRMT9B		1	1	88	1.1%	No
DDX18		1	1	88	1.1%	No
TAX1BP1		1	1	88	1.1%	No
BAX		1	1	88	1.1%	Yes
ISLR2		1	1	88	1.1%	No
BCAT2		1	1	88	1.1%	No
ALG13		1	1	88	1.1%	No
ZNF2		1	1	88	1.1%	No
EIF2B2		1	1	88	1.1%	No
ZNF17		2	2	88	2.3%	No
ZNF16		2	2	88	2.3%	No
ZNF18		1	1	88	1.1%	No
SPATA4		1	1	88	1.1%	No
ZNF781		1	1	88	1.1%	No
FAM72D		1	1	88	1.1%	No
BCKDHA		1	1	88	1.1%	No
SSX7		1	1	88	1.1%	No
OR52I2		2	2	88	2.3%	No
MCM3AP		1	1	88	1.1%	No
RS1		1	1	88	1.1%	No
C4ORF50		1	1	88	1.1%	No
RRBP1		1	1	88	1.1%	No
ACTL6B	1.960e-3	2	2	88	2.3%	No
BIN2		1	1	88	1.1%	No
PRPF4B		1	1	88	1.1%	No
C7ORF50		1	1	88	1.1%	No
MUC12		5	5	88	5.7%	No
SNUPN		3	3	88	3.4%	No
OR9G1		1	1	88	1.1%	No
CRYBG3		2	2	88	2.3%	No
HUWE1		5	3	88	3.4%	No
SVBP		2	2	88	2.3%	No
MED13L		2	2	88	2.3%	No
ZNF780B		1	1	88	1.1%	No
TECRL		1	1	88	1.1%	No
NCSTN		1	1	88	1.1%	Yes
ATP9A		2	2	88	2.3%	No
HPS3		2	2	88	2.3%	No
GFM2		1	1	88	1.1%	No
DDX41		1	1	88	1.1%	Yes
RYR3		6	6	88	6.8%	No
OR5AK2		1	1	88	1.1%	No
RYR2		4	4	88	4.5%	No
USH1C		1	1	88	1.1%	No
EVC2		1	1	88	1.1%	No
LRRD1		1	1	88	1.1%	No
METTL17		1	1	88	1.1%	No
ADNP		1	1	88	1.1%	No
PIP5K1C		1	1	88	1.1%	No
ANAPC7		2	2	88	2.3%	No
CERT1		1	1	88	1.1%	No
PCGF5		1	1	88	1.1%	No
MAGEC2		1	1	88	1.1%	No
ZNF827		1	1	88	1.1%	No
NLRC3		1	1	88	1.1%	No
LANCL3		1	1	88	1.1%	No
SMC4		2	2	88	2.3%	No
S100A6		1	1	88	1.1%	No
SLC17A4		2	2	88	2.3%	No
CCDC136		1	1	88	1.1%	No
ARHGEF12		1	1	88	1.1%	Yes
MTARC1		1	1	88	1.1%	No
PPP1R13B		1	1	88	1.1%	No
TNS3		1	1	88	1.1%	No
SORT1		1	1	88	1.1%	No
ZNF778		1	1	88	1.1%	No
RNF138		1	1	88	1.1%	No
DCP1A		1	1	88	1.1%	No
ABCB6		1	1	88	1.1%	No
HR		1	1	88	1.1%	No
S100B		1	1	88	1.1%	No
ABCC9		1	1	88	1.1%	No
ST6GALNAC1		2	2	88	2.3%	No
ABCF2		1	1	88	1.1%	No
S100PBP		1	1	88	1.1%	No
MROH7		1	1	88	1.1%	No
TNS2		1	1	88	1.1%	No
BDP1		2	2	88	2.3%	No
RHCG		1	1	88	1.1%	No
ADCY10		1	1	88	1.1%	No
TRIP10		1	1	88	1.1%	No
TRIP12		1	1	88	1.1%	No
TRIP11		1	1	88	1.1%	Yes
SALL1		1	1	88	1.1%	No
RMND5B		1	1	88	1.1%	No
SYNE1		2	2	88	2.3%	No
SMCHD1		1	1	88	1.1%	No
VPS52		1	1	88	1.1%	No
PHF24		1	1	88	1.1%	No
MUC17		1	1	88	1.1%	No
DNAJC16		1	1	88	1.1%	No
TRIP13		1	1	88	1.1%	Yes
ASB11		1	1	88	1.1%	No
PAG1		1	1	88	1.1%	Yes
ASB6		1	1	88	1.1%	No
PARP2		1	1	88	1.1%	Yes
TGM5		1	1	88	1.1%	No
MICAL1		1	1	88	1.1%	No
B4GALT5		1	1	88	1.1%	No
TOM1L1		1	1	88	1.1%	No
CRTC3		1	1	88	1.1%	Yes
HMGXB4		2	2	88	2.3%	No
TBC1D15		1	1	88	1.1%	No
HAUS5		2	2	88	2.3%	No
USP24		1	1	88	1.1%	No
PIKFYVE		1	1	88	1.1%	No
ASB8		1	1	88	1.1%	No
ASB9		1	1	88	1.1%	No
UBR4		4	3	88	3.4%	No
ISYNA1		1	1	88	1.1%	No
RBM47		1	1	88	1.1%	No
UBAP2		1	1	88	1.1%	No
WDR47		1	1	88	1.1%	No
RALY		1	1	88	1.1%	No
KLRK1		1	1	88	1.1%	No
MMRN1		1	1	88	1.1%	No
ARHGAP21		1	1	88	1.1%	No
HS6ST2		1	1	88	1.1%	No
PREX1		1	1	88	1.1%	No
GJA5		1	1	88	1.1%	No
CRAMP1		1	1	88	1.1%	No
GPR61		1	1	88	1.1%	No
OR4S1		1	1	88	1.1%	No
HMCN1		2	2	88	2.3%	No
DHX30		2	2	88	2.3%	No
SLC22A6		1	1	88	1.1%	No
SLIT2		1	1	88	1.1%	No
UBE4A		1	1	88	1.1%	No
MAPRE3		1	1	88	1.1%	No
CUBN		2	2	88	2.3%	No
STAM		2	2	88	2.3%	No
AFG3L2		1	1	88	1.1%	No
LRRC8A		1	1	88	1.1%	No
EBF4		1	1	88	1.1%	No
KLK12		1	1	88	1.1%	No
KIFAP3		1	1	88	1.1%	No
KDELR1		1	1	88	1.1%	No
C11ORF58		1	1	88	1.1%	No
AP3M2		1	1	88	1.1%	No
CPXM1		1	1	88	1.1%	No
WDR48		2	2	88	2.3%	No
BRD3		1	1	88	1.1%	Yes
SLC9A3R1		1	1	88	1.1%	No
NRXN3		2	2	88	2.3%	No
TRAFD1		1	1	88	1.1%	No
RAB33A		1	1	88	1.1%	No
TRIM59		1	1	88	1.1%	No
WDR45B		1	1	88	1.1%	No
CCDC6		1	1	88	1.1%	Yes
FAM98C		1	1	88	1.1%	No
GLB1		1	1	88	1.1%	No
PAPOLA		1	1	88	1.1%	No
SPATA9		1	1	88	1.1%	No
COX5A		1	1	88	1.1%	No
NRXN1		1	1	88	1.1%	No
SBNO2		1	1	88	1.1%	No
NRXN2		3	3	88	3.4%	No
BTNL3		1	1	88	1.1%	No
EHMT2		1	1	88	1.1%	No
ZFYVE9		1	1	88	1.1%	No
RNPS1		1	1	88	1.1%	No
GLG1		1	1	88	1.1%	No
GLE1		2	1	88	1.1%	No
WDR87		1	1	88	1.1%	No
CRMP1		2	2	88	2.3%	No
GLI4		1	1	88	1.1%	No
GLI3		1	1	88	1.1%	No
GLI2		3	3	88	3.4%	No
BIRC8		1	1	88	1.1%	No
OTOF		2	2	88	2.3%	No
CMYA5		3	3	88	3.4%	No
GLS		1	1	88	1.1%	No
HSPA12A		1	1	88	1.1%	No
TGFBRAP1		2	2	88	2.3%	No
NALCN		1	1	88	1.1%	No
CUL5		1	1	88	1.1%	No
DIPK1C		1	1	88	1.1%	No
RUNDC3A		1	1	88	1.1%	No
GLUL		1	1	88	1.1%	No
GOLGA8IP		1	1	88	1.1%	No
USP5		1	1	88	1.1%	No
SP7		1	1	88	1.1%	No
XRRA1		1	1	88	1.1%	No
CSE1L		1	1	88	1.1%	No
DDI2		1	1	88	1.1%	No
CSF2RB		1	1	88	1.1%	No
CSF2RA		1	1	88	1.1%	No
GNA15		1	1	88	1.1%	No
METTL15		1	1	88	1.1%	No
AAAS		1	1	88	1.1%	No
TRABD2A		1	1	88	1.1%	No
KMT2D		1	1	88	1.1%	Yes
RXFP1		1	1	88	1.1%	No
MAST4		1	1	88	1.1%	No
CSN1S1		1	1	88	1.1%	No
RNASE11		1	1	88	1.1%	No
COA6		1	1	88	1.1%	No
FAM169BP		1	1	88	1.1%	No
PRR32		1	1	88	1.1%	No
VCAN		2	2	88	2.3%	No
NECTIN2		1	1	88	1.1%	No
FAM163A		1	1	88	1.1%	No
GNB3		1	1	88	1.1%	No
ACER2		1	1	88	1.1%	No
BTBD8		1	1	88	1.1%	No
OTUD7A		1	1	88	1.1%	No
ATP11C		3	3	88	3.4%	No
DOCK11		3	3	88	3.4%	No
PEX2		1	1	88	1.1%	No
TAF5L		2	2	88	2.3%	No
SCUBE2		1	1	88	1.1%	No
TRPM6		1	1	88	1.1%	No
GALNTL5		1	1	88	1.1%	No
CCDC171		1	1	88	1.1%	No
MTAP		1	1	88	1.1%	Yes
ATG2B		1	1	88	1.1%	No
CEP85L		3	2	88	2.3%	No
GHITM		1	1	88	1.1%	No
GPATCH2		1	1	88	1.1%	No
AGGF1		1	1	88	1.1%	No
MMP27		2	1	88	1.1%	No
SPRED1		1	1	88	1.1%	Yes
CTLA4		1	1	88	1.1%	Yes
BRINP3		1	1	88	1.1%	No
MT-CYB		1	1	88	1.1%	No
ARHGAP17		1	1	88	1.1%	No
SPATA31D1		1	1	88	1.1%	No
TSPYL2		2	2	88	2.3%	No
RBM26		1	1	88	1.1%	No
FAM110B		1	1	88	1.1%	No
LONRF1		1	1	88	1.1%	No
ADGRD2		1	1	88	1.1%	No
HOXA3		1	1	88	1.1%	Yes
FANCL		1	1	88	1.1%	Yes
PIWIL2		2	2	88	2.3%	No
SND1		1	1	88	1.1%	Yes
CTNNB1		1	1	88	1.1%	Yes
TRIM68		1	1	88	1.1%	No
CTNNA2		3	3	88	3.4%	No
CEP192		1	1	88	1.1%	No
RBAK		1	1	88	1.1%	No
MTHFD1		2	2	88	2.3%	No
VPS13B		1	1	88	1.1%	No
ANO10		1	1	88	1.1%	No
PZP		1	1	88	1.1%	No
C19ORF33		1	1	88	1.1%	No
MYO1F		2	2	88	2.3%	No
KLHL17		1	1	88	1.1%	No
RAB40C		1	1	88	1.1%	No
HOXA5		1	1	88	1.1%	No
RGL2		1	1	88	1.1%	No
BCL6		1	1	88	1.1%	Yes
MTM1		2	2	88	2.3%	No
BCL9		1	1	88	1.1%	Yes
CLSTN2		1	1	88	1.1%	No
EPB41L4A		1	1	88	1.1%	No
MTRR		1	1	88	1.1%	No
RAD17		1	1	88	1.1%	Yes
FOXD3		1	1	88	1.1%	No
KCNQ5		3	3	88	3.4%	No
ANKS6		1	1	88	1.1%	No
HOXB3		1	1	88	1.1%	No
HOXB2		1	1	88	1.1%	No
CCL28		1	1	88	1.1%	No
NAALADL2		1	1	88	1.1%	No
SAMSN1		1	1	88	1.1%	No
AP1G2		1	1	88	1.1%	No
DSG4		1	1	88	1.1%	No
ADGRD1		1	1	88	1.1%	No
RAF1		1	1	88	1.1%	Yes
SDAD1		1	1	88	1.1%	No
TMEM38B		1	1	88	1.1%	No
SIGLEC7		1	1	88	1.1%	No
HOXC9		1	1	88	1.1%	No
CACNA1H		2	2	88	2.3%	No
SGCE		1	1	88	1.1%	No
CACNA1I		1	1	88	1.1%	No
SLC39A5		2	2	88	2.3%	No
RAD51C		1	1	88	1.1%	Yes
HPD		2	2	88	2.3%	No
OTOA		1	1	88	1.1%	No
HOXD13		1	1	88	1.1%	Yes
BFSP1		1	1	88	1.1%	No
DOK3		1	1	88	1.1%	No
HOXD9		1	1	88	1.1%	No
KIAA0319L		1	1	88	1.1%	No
NSFL1C		1	1	88	1.1%	No
HERC2		1	1	88	1.1%	No
CNTNAP3		1	1	88	1.1%	No
RIPOR3		1	1	88	1.1%	No
LINC00696		2	2	88	2.3%	No
PRDM1		1	1	88	1.1%	Yes
BSN		1	1	88	1.1%	No
ABCC4		2	2	88	2.3%	No
SLC35E1		1	1	88	1.1%	No
HERC1		1	1	88	1.1%	No
LAYN		1	1	88	1.1%	No
VCX		2	2	88	2.3%	No
MUC2		3	3	88	3.4%	No
MUC4		5	5	88	5.7%	No
C12ORF57		2	1	88	1.1%	No
TOP3B		1	1	88	1.1%	No
ANKRD22		1	1	88	1.1%	No
DDAH1		1	1	88	1.1%	No
BLK		1	1	88	1.1%	No
BLM		1	1	88	1.1%	Yes
HPGD		1	1	88	1.1%	No
BLVRA		1	1	88	1.1%	No
ZFC3H1		1	1	88	1.1%	No
BAIAP3		1	1	88	1.1%	No
LARP4		2	1	88	1.1%	No
FUBP3		2	1	88	1.1%	No
MUSK		1	1	88	1.1%	No
THSD7A		1	1	88	1.1%	No
RXFP4		1	1	88	1.1%	No
TMEM256		1	1	88	1.1%	No
BTRC		1	1	88	1.1%	No
MUC6		2	2	88	2.3%	No
ERMP1		1	1	88	1.1%	No
AP3D1		1	1	88	1.1%	No
LRRC23		2	2	88	2.3%	No
DENND1C		1	1	88	1.1%	No
HNRNPR		1	1	88	1.1%	No
ENKUR		1	1	88	1.1%	No
GLYAT		1	1	88	1.1%	No
BCL11A		1	1	88	1.1%	Yes
AGFG2		1	1	88	1.1%	No
GPR155		2	2	88	2.3%	No
DST		1	1	88	1.1%	No
BTBD1		1	1	88	1.1%	No
RGPD4		1	1	88	1.1%	No
NXF5		1	1	88	1.1%	No
DHDDS		1	1	88	1.1%	No
ZNF75A		1	1	88	1.1%	No
SLC9A9		2	2	88	2.3%	No
ARHGAP45		1	1	88	1.1%	No
RTN4RL2		1	1	88	1.1%	No
ZNF281		1	1	88	1.1%	No
ATXN2		1	1	88	1.1%	Yes
MBOAT2		1	1	88	1.1%	No
ATXN1		2	2	88	2.3%	No
USP13		1	1	88	1.1%	No
ZNF91		3	1	88	1.1%	No
MGAM		2	2	88	2.3%	Yes
ZNF90		1	1	88	1.1%	No
LRRC52		1	1	88	1.1%	No
KAT6B		2	2	88	2.3%	Yes
ETV3L		1	1	88	1.1%	No
BPI		2	2	88	2.3%	No
BRCA1		2	2	88	2.3%	Yes
BRAF		1	1	88	1.1%	Yes
BRCA2		2	2	88	2.3%	Yes
ZFP36L1	2.380e-3	2	2	88	2.3%	Yes
NUDT9		1	1	88	1.1%	No
MARS2		1	1	88	1.1%	No
SAT1		1	1	88	1.1%	No
H3C7		1	1	88	1.1%	Yes
WFDC10A		1	1	88	1.1%	No
H2AC11		1	1	88	1.1%	Yes
BANF2		1	1	88	1.1%	No
DENND1A		1	1	88	1.1%	No
YIPF6		1	1	88	1.1%	No
HSD11B1		1	1	88	1.1%	No
ZNF99		1	1	88	1.1%	No
PRAME		1	1	88	1.1%	No
HSD17B4		1	1	88	1.1%	No
ZNHIT6		1	1	88	1.1%	No
TNPO3		1	1	88	1.1%	No
BSG		1	1	88	1.1%	No
JADE1		1	1	88	1.1%	No
BST1		1	1	88	1.1%	No
P4HTM		1	1	88	1.1%	No
BTF3		2	2	88	2.3%	No
ATXN7		1	1	88	1.1%	Yes
WASL		1	1	88	1.1%	No
ATAT1		1	1	88	1.1%	No
PRX		1	1	88	1.1%	No
PCDHB16		1	1	88	1.1%	No
SCN5A		1	1	88	1.1%	No
BICRAL		1	1	88	1.1%	No
ZNF572		1	1	88	1.1%	No
SCN8A		1	1	88	1.1%	No
EPG5		2	2	88	2.3%	No
TRPA1		1	1	88	1.1%	No
POU5F2		1	1	88	1.1%	No
SCNN1G		1	1	88	1.1%	No
OTX2		1	1	88	1.1%	No
SUZ12		1	1	88	1.1%	Yes
SPIDR		1	1	88	1.1%	No
TRIM13		2	2	88	2.3%	No
ZFYVE28		2	2	88	2.3%	No
GBA3		1	1	88	1.1%	No
PATJ		2	1	88	1.1%	No
TPCN1		1	1	88	1.1%	No
POF1B		1	1	88	1.1%	No
TMPRSS5		1	1	88	1.1%	No
SVEP1		3	3	88	3.4%	No
SCNN1A		1	1	88	1.1%	No
SCN10A		3	2	88	2.3%	No
SCNN1D		1	1	88	1.1%	No
SCNN1B		1	1	88	1.1%	No
DHRS2		1	1	88	1.1%	No
ADAMTSL1		1	1	88	1.1%	No
P2RX4		1	1	88	1.1%	No
CCL11		1	1	88	1.1%	No
DOT1L		1	1	88	1.1%	Yes
LARS1		1	1	88	1.1%	No
MAML2		1	1	88	1.1%	Yes
RAB11FIP4		1	1	88	1.1%	No
FRMPD3		1	1	88	1.1%	No
P2RY4		1	1	88	1.1%	No
P2RY6		1	1	88	1.1%	No
MARCHF7		1	1	88	1.1%	No
WDR77		1	1	88	1.1%	No
SLC13A3		1	1	88	1.1%	No
TMUB2		1	1	88	1.1%	No
ZNF131		1	1	88	1.1%	No
ARHGAP42		2	2	88	2.3%	No
APOBEC3G		1	1	88	1.1%	No
ADAMTS20		1	1	88	1.1%	No
ELOVL5		2	2	88	2.3%	No
RECQL5		1	1	88	1.1%	No
PCSK6		1	1	88	1.1%	No
PRMT3		1	1	88	1.1%	No
LYPD6		1	1	88	1.1%	No
AIDA		1	1	88	1.1%	No
PLEKHG2		1	1	88	1.1%	No
FBN3		3	3	88	3.4%	No
VPS54		1	1	88	1.1%	No
AASDHPPT		2	2	88	2.3%	No
KRT78		1	1	88	1.1%	No
MPHOSPH10		1	1	88	1.1%	No
NEURL4		1	1	88	1.1%	No
PRDX1		1	1	88	1.1%	No
DENND1B		1	1	88	1.1%	No
FSIP2		2	2	88	2.3%	No
SDC1		2	2	88	2.3%	No
EFCAB7		1	1	88	1.1%	No
LCOR		1	1	88	1.1%	No
PEX5L		1	1	88	1.1%	No
FIGLA		2	2	88	2.3%	No
MAP3K21		2	2	88	2.3%	No
APOBR		1	1	88	1.1%	No
NXT2		1	1	88	1.1%	No
LANCL2		1	1	88	1.1%	No
ERBIN		1	1	88	1.1%	No
ZNF606		2	2	88	2.3%	No
PAM		1	1	88	1.1%	No
CDYL		1	1	88	1.1%	No
SORBS3		1	1	88	1.1%	No
TGDS		1	1	88	1.1%	No
TENM1		2	2	88	2.3%	No
RBM5		1	1	88	1.1%	No
RBM6		1	1	88	1.1%	No
PAX5		1	1	88	1.1%	Yes
PABPN1		2	2	88	2.3%	No
MACF1		2	2	88	2.3%	No
BRWD3		1	1	88	1.1%	No
FOXL2NB		1	1	88	1.1%	No
ESF1		2	2	88	2.3%	No
ECEL1		1	1	88	1.1%	No
MED7		1	1	88	1.1%	No
MED26		1	1	88	1.1%	No
PBX2		1	1	88	1.1%	No
GCAT		1	1	88	1.1%	No
PCNX3		2	2	88	2.3%	No
MAMDC2		1	1	88	1.1%	No
GOLGA2		1	1	88	1.1%	No
LNX2		1	1	88	1.1%	No
ABCA6		1	1	88	1.1%	No
STK32C		1	1	88	1.1%	No
ABCA5		1	1	88	1.1%	No
MED15		1	1	88	1.1%	No
PLXNC1		1	1	88	1.1%	No
PIAS4		1	1	88	1.1%	No
ATAD5		1	1	88	1.1%	No
MED23		3	3	88	3.4%	No
GOLGA4		2	2	88	2.3%	No
INO80		2	2	88	2.3%	No
OR2L3		2	2	88	2.3%	No
GOLGA3		1	1	88	1.1%	No
HEYL		1	1	88	1.1%	No
PCDHGC3		1	1	88	1.1%	No
ITM2A		1	1	88	1.1%	No
PCDH7		1	1	88	1.1%	No
MYOF		1	1	88	1.1%	No
COL6A6		3	3	88	3.4%	No
BRD4		1	1	88	1.1%	Yes
NARF		1	1	88	1.1%	No
PCBP2		2	2	88	2.3%	No
C10ORF53		1	1	88	1.1%	No
NBAS		1	1	88	1.1%	No
CAPN7		1	1	88	1.1%	No
MAP10		1	1	88	1.1%	No
EFCAB12		1	1	88	1.1%	No
HAND2		1	1	88	1.1%	No
ESRP2		1	1	88	1.1%	No
CTTNBP2		1	1	88	1.1%	No
NBPF10		2	2	88	2.3%	No
CCR10		1	1	88	1.1%	No
CT47B1		1	1	88	1.1%	No
MAPK8IP1		1	1	88	1.1%	No
DNAI1		1	1	88	1.1%	No
ADGRG3		1	1	88	1.1%	No
SNX19		1	1	88	1.1%	No
CTPS1		1	1	88	1.1%	No
CXCR3		1	1	88	1.1%	No
CRYBG2		1	1	88	1.1%	No
NPBWR1		1	1	88	1.1%	No
OR4A16		1	1	88	1.1%	No
GLIPR1L2		1	1	88	1.1%	No
PHLDB3		1	1	88	1.1%	No
CNPPD1		1	1	88	1.1%	No
H2BW1		1	1	88	1.1%	No
CDH20		1	1	88	1.1%	No
ONECUT2		1	1	88	1.1%	No
ZCWPW1		1	1	88	1.1%	No
KXD1		1	1	88	1.1%	No
CTSE		2	2	88	2.3%	No
GPR17		2	2	88	2.3%	No
CAPSL		1	1	88	1.1%	No
MOGAT3		1	1	88	1.1%	No
CTSO		1	1	88	1.1%	No
FOXRED2		1	1	88	1.1%	No
LPAR4		1	1	88	1.1%	No
ARHGAP40		1	1	88	1.1%	No
HAUS8		1	1	88	1.1%	No
TBX4		1	1	88	1.1%	No
SLC4A7		1	1	88	1.1%	No
MUC21		1	1	88	1.1%	No
RNF31		1	1	88	1.1%	No
UACA		1	1	88	1.1%	No
OXR1		1	1	88	1.1%	No
WWC2		1	1	88	1.1%	No
CX3CR1		3	2	88	2.3%	No
CUX1		1	1	88	1.1%	Yes
GPR32		1	1	88	1.1%	No
GPR27		1	1	88	1.1%	No
C17ORF97		1	1	88	1.1%	No
NOC4L		1	1	88	1.1%	No
FAM171B		2	2	88	2.3%	No
RADX		1	1	88	1.1%	No
STXBP5		1	1	88	1.1%	No
CDH26		1	1	88	1.1%	No
SLC38A4		1	1	88	1.1%	No
GRK4		1	1	88	1.1%	No
CREBRF		1	1	88	1.1%	No
SNX29		1	1	88	1.1%	Yes
GPATCH1		1	1	88	1.1%	No
KRTAP10-5		1	1	88	1.1%	No
TMEM51		1	1	88	1.1%	No
ARV1		1	1	88	1.1%	No
TMEM38A		1	1	88	1.1%	No
EBLN2		1	1	88	1.1%	No
TRPM3		1	1	88	1.1%	No
GPS2	2.450e-4	1	1	88	1.1%	Yes
GAS2L3		1	1	88	1.1%	No
GRIA1		1	1	88	1.1%	No
